code,youth,young,old,youth(%),young(%),old(%),allPop,ecoPop
3840042020001,20.0,258.0,326.0,0.033112582781456956,0.4271523178807947,0.5397350993377483,604.0,405
3840042020002,35.0,223.0,240.0,0.07028112449799197,0.44779116465863456,0.4819277108433735,498.0,334
3840043010001,15.0,126.0,173.0,0.04777070063694268,0.4012738853503185,0.5509554140127388,314.0,210
3840043020001,13.0,282.0,358.0,0.019908116385911178,0.4318529862174579,0.5482388973966309,653.0,438
3840043030001,20.0,254.0,205.0,0.04175365344467641,0.5302713987473904,0.4279749478079332,479.0,321
3840043030002,37.0,247.0,250.0,0.06928838951310862,0.46254681647940077,0.4681647940074906,534.0,358
3840043030003,28.0,321.0,239.0,0.047619047619047616,0.5459183673469388,0.4064625850340136,588.0,394
3840043040001,10.0,252.0,218.0,0.020833333333333332,0.525,0.45416666666666666,480.0,322
3840044010001,17.0,218.0,267.0,0.03386454183266932,0.4342629482071713,0.5318725099601593,502.0,336
3840044010002,33.0,275.0,296.0,0.054635761589403975,0.4552980132450331,0.4900662251655629,604.0,405
3840044010003,19.0,253.0,228.0,0.038,0.506,0.456,500.0,335
3840045010001,16.0,161.0,174.0,0.045584045584045586,0.4586894586894587,0.49572649572649574,351.0,235
3840045020001,25.0,281.0,246.0,0.04528985507246377,0.5090579710144928,0.44565217391304346,552.0,370
3840045020002,25.0,238.0,257.0,0.04807692307692308,0.4576923076923077,0.49423076923076925,520.0,348
3840045020003,37.0,245.0,151.0,0.08545034642032333,0.5658198614318707,0.34872979214780603,433.0,290
3840046010001,15.0,192.0,200.0,0.036855036855036855,0.47174447174447176,0.4914004914004914,407.0,273
3840046010002,16.0,214.0,246.0,0.03361344537815126,0.4495798319327731,0.5168067226890757,476.0,319
3840046020001,15.0,287.0,299.0,0.024958402662229616,0.47753743760399336,0.49750415973377704,601.0,403
3840046020002,18.0,244.0,297.0,0.03220035778175313,0.4364937388193202,0.5313059033989267,559.0,375
