code,유소년층(명),청장년층(명),노년층(명),유소년층(%),청장년층(%),노년층(%),총인구,경제활동인구
3231011080002,35.0,304.0,85.0,0.08254716981132075,0.7169811320754716,0.20047169811320756,424.0,301
3231011090001,13.0,268.0,178.0,0.02832244008714597,0.5838779956427015,0.3877995642701525,459.0,326
3231011090002,31.0,228.0,152.0,0.07542579075425791,0.5547445255474452,0.36982968369829683,411.0,292
3231011090003,16.0,229.0,158.0,0.03970223325062035,0.5682382133995038,0.3920595533498759,403.0,286
3231011090004,23.0,279.0,175.0,0.04821802935010482,0.5849056603773585,0.3668763102725367,477.0,339
3231011090101,67.0,289.0,67.0,0.15839243498817968,0.6832151300236406,0.15839243498817968,423.0,300
3231011090102,66.0,267.0,51.0,0.171875,0.6953125,0.1328125,384.0,273
3231031010001,14.0,286.0,187.0,0.028747433264887063,0.5872689938398358,0.3839835728952772,487.0,346
3231031010002,19.0,235.0,187.0,0.04308390022675737,0.5328798185941043,0.42403628117913833,441.0,313
3231031010003,45.0,293.0,114.0,0.09955752212389381,0.6482300884955752,0.252212389380531,452.0,321
3231031010004,24.0,238.0,177.0,0.05466970387243736,0.5421412300683371,0.4031890660592255,439.0,312
3231031010005,11.0,251.0,221.0,0.022774327122153208,0.5196687370600414,0.4575569358178054,483.0,343
3231031020001,23.0,232.0,173.0,0.053738317757009345,0.5420560747663551,0.40420560747663553,428.0,304
3231031030001,18.0,196.0,197.0,0.043795620437956206,0.4768856447688564,0.4793187347931874,411.0,292
3231031030002,12.0,259.0,159.0,0.027906976744186046,0.6023255813953489,0.3697674418604651,430.0,305
3231031030003,16.0,169.0,214.0,0.040100250626566414,0.42355889724310775,0.5363408521303258,399.0,283
3231031030004,21.0,229.0,161.0,0.051094890510948905,0.5571776155717761,0.39172749391727496,411.0,292
3231032010001,12.0,221.0,175.0,0.029411764705882353,0.5416666666666666,0.42892156862745096,408.0,290
3231032010002,21.0,220.0,172.0,0.05084745762711865,0.5326876513317191,0.41646489104116224,413.0,293
3231032010003,20.0,250.0,170.0,0.045454545454545456,0.5681818181818182,0.38636363636363635,440.0,312
3231032020001,19.0,241.0,212.0,0.04025423728813559,0.510593220338983,0.4491525423728814,472.0,335
3231032020002,16.0,334.0,223.0,0.027923211169284468,0.5828970331588132,0.38917975567190227,573.0,407
3231033010001,16.0,212.0,162.0,0.041025641025641026,0.5435897435897435,0.4153846153846154,390.0,277
3231033010002,12.0,213.0,160.0,0.03116883116883117,0.5532467532467532,0.4155844155844156,385.0,273
3231033020001,13.0,331.0,241.0,0.022222222222222223,0.5658119658119658,0.41196581196581195,585.0,415
3231033020002,18.0,291.0,174.0,0.037267080745341616,0.6024844720496895,0.36024844720496896,483.0,343
3231033020003,17.0,225.0,160.0,0.04228855721393035,0.5597014925373134,0.39800995024875624,402.0,285
3231034010001,39.0,257.0,108.0,0.09653465346534654,0.6361386138613861,0.26732673267326734,404.0,287
3231034010002,24.0,270.0,190.0,0.049586776859504134,0.5578512396694215,0.3925619834710744,484.0,344
3231034010003,29.0,242.0,147.0,0.06937799043062201,0.5789473684210527,0.35167464114832536,418.0,297
3231034010004,25.0,228.0,152.0,0.06172839506172839,0.562962962962963,0.37530864197530867,405.0,287
3231034010005,20.0,241.0,153.0,0.04830917874396135,0.5821256038647343,0.3695652173913043,414.0,294
3231034010006,25.0,291.0,150.0,0.0536480686695279,0.6244635193133047,0.3218884120171674,466.0,331
3231034010007,12.0,248.0,156.0,0.028846153846153848,0.5961538461538461,0.375,416.0,295
3231034010008,23.0,258.0,156.0,0.05263157894736842,0.5903890160183066,0.35697940503432496,437.0,310
3231036010001,41.0,349.0,118.0,0.08070866141732283,0.687007874015748,0.23228346456692914,508.0,361
3231036010002,30.0,333.0,230.0,0.050590219224283306,0.5615514333895447,0.38785834738617203,593.0,421
3231036010101,155.0,284.0,8.0,0.34675615212527966,0.6353467561521253,0.017897091722595078,447.0,317
3231036010102,122.0,220.0,9.0,0.3475783475783476,0.6267806267806267,0.02564102564102564,351.0,249
3231036020001,24.0,319.0,80.0,0.05673758865248227,0.7541371158392435,0.18912529550827423,423.0,300
3231036020002,24.0,280.0,179.0,0.049689440993788817,0.5797101449275363,0.37060041407867494,483.0,343
3231036020003,41.0,287.0,198.0,0.0779467680608365,0.5456273764258555,0.376425855513308,526.0,373
3231036020004,35.0,305.0,226.0,0.061837455830388695,0.5388692579505301,0.3992932862190813,566.0,402
3231036020005,16.0,273.0,168.0,0.0350109409190372,0.5973741794310722,0.3676148796498906,457.0,324
3231036030001,12.0,321.0,152.0,0.024742268041237112,0.6618556701030928,0.3134020618556701,485.0,344
3231036030002,20.0,258.0,156.0,0.04608294930875576,0.5944700460829493,0.35944700460829493,434.0,308
3231036030003,25.0,270.0,109.0,0.06188118811881188,0.6683168316831684,0.2698019801980198,404.0,287
3231037010001,13.0,227.0,139.0,0.03430079155672823,0.5989445910290238,0.36675461741424803,379.0,269
3231037020001,17.0,259.0,132.0,0.041666666666666664,0.6348039215686274,0.3235294117647059,408.0,290
3231037020002,30.0,280.0,209.0,0.057803468208092484,0.5394990366088632,0.4026974951830443,519.0,369
3231037020003,20.0,254.0,129.0,0.04962779156327544,0.630272952853598,0.3200992555831266,403.0,286
3231037020004,15.0,262.0,153.0,0.03488372093023256,0.6093023255813953,0.3558139534883721,430.0,305
3231037030001,25.0,265.0,133.0,0.0591016548463357,0.6264775413711584,0.3144208037825059,423.0,300
3231037030002,18.0,232.0,171.0,0.04275534441805225,0.5510688836104513,0.40617577197149646,421.0,299
3231037030003,21.0,275.0,209.0,0.041584158415841586,0.5445544554455446,0.41386138613861384,505.0,359
3231038010001,26.0,258.0,158.0,0.058823529411764705,0.583710407239819,0.3574660633484163,442.0,314
3231038020001,35.0,253.0,113.0,0.08728179551122195,0.6309226932668329,0.2817955112219451,401.0,285
3231038020002,19.0,225.0,110.0,0.05367231638418079,0.635593220338983,0.3107344632768362,354.0,251
3231038030001,12.0,238.0,184.0,0.027649769585253458,0.5483870967741935,0.423963133640553,434.0,308
3231038040001,14.0,178.0,181.0,0.03753351206434316,0.4772117962466488,0.48525469168900803,373.0,265
3231038040002,19.0,262.0,89.0,0.051351351351351354,0.7081081081081081,0.24054054054054055,370.0,263
3231038050001,12.0,184.0,118.0,0.03821656050955414,0.5859872611464968,0.37579617834394907,314.0,223
3231038060001,32.0,326.0,236.0,0.05387205387205387,0.5488215488215489,0.39730639730639733,594.0,422
3231038060002,20.0,247.0,173.0,0.045454545454545456,0.5613636363636364,0.3931818181818182,440.0,312
3231039010001,40.0,309.0,158.0,0.07889546351084813,0.6094674556213018,0.3116370808678501,507.0,360
3231039010002,39.0,329.0,155.0,0.0745697896749522,0.6290630975143403,0.29636711281070743,523.0,371
3231039010003,26.0,305.0,193.0,0.04961832061068702,0.5820610687022901,0.3683206106870229,524.0,372
3231039010004,19.0,253.0,140.0,0.04611650485436893,0.6140776699029126,0.33980582524271846,412.0,292
3231039010005,40.0,335.0,148.0,0.07648183556405354,0.6405353728489483,0.2829827915869981,523.0,371
3231039010006,17.0,273.0,170.0,0.03695652173913044,0.5934782608695652,0.3695652173913043,460.0,327
3231040010001,17.0,267.0,245.0,0.03213610586011342,0.504725897920605,0.46313799621928164,529.0,376
3231040010002,17.0,222.0,164.0,0.04218362282878412,0.5508684863523573,0.40694789081885857,403.0,286
3231040010003,15.0,247.0,205.0,0.032119914346895075,0.5289079229122056,0.43897216274089934,467.0,332
3231040010004,17.0,265.0,232.0,0.033073929961089495,0.5155642023346303,0.45136186770428016,514.0,365
3231040010005,32.0,287.0,174.0,0.06490872210953347,0.5821501014198783,0.35294117647058826,493.0,350
3231040010006,22.0,265.0,162.0,0.04899777282850779,0.5902004454342984,0.36080178173719374,449.0,319
3231040010007,14.0,271.0,149.0,0.03225806451612903,0.6244239631336406,0.3433179723502304,434.0,308
3231040010008,26.0,250.0,123.0,0.06516290726817042,0.6265664160401002,0.3082706766917293,399.0,283
