code,youth,young,old,youth(%),young(%),old(%),allPop,9
3704051010002,21.0,306.0,118.0,0.04719101123595506,0.6876404494382022,0.2651685393258427,445.0,
3704051010003,12.0,288.0,75.0,0.032,0.768,0.2,375.0,
3704051010004,28.0,187.0,128.0,0.08163265306122448,0.5451895043731778,0.37317784256559766,343.0,
3704051010005,38.0,265.0,131.0,0.08755760368663594,0.6105990783410138,0.30184331797235026,434.0,
3704051010006,42.0,195.0,113.0,0.12,0.5571428571428572,0.32285714285714284,350.0,
3704051010007,17.0,219.0,133.0,0.04607046070460705,0.5934959349593496,0.3604336043360434,369.0,
3704051010008,12.0,40.0,23.0,0.16,0.5333333333333333,0.30666666666666664,75.0,
3704051010009,27.0,250.0,110.0,0.06976744186046512,0.6459948320413437,0.2842377260981912,387.0,
3704051010010,0.0,423.0,0.0,0.0,1.0,0.0,423.0,
3704051010011,14.0,267.0,136.0,0.03357314148681055,0.6402877697841727,0.3261390887290168,417.0,
3704051020001,21.0,220.0,110.0,0.05982905982905983,0.6267806267806267,0.31339031339031337,351.0,
3704051030001,8.0,64.0,49.0,0.06611570247933884,0.5289256198347108,0.4049586776859504,121.0,
3704051030101,102.0,327.0,39.0,0.21794871794871795,0.6987179487179487,0.08333333333333333,468.0,
3704051030102,76.0,324.0,21.0,0.18052256532066507,0.7695961995249406,0.0498812351543943,421.0,
3704052010001,21.0,299.0,120.0,0.04772727272727273,0.6795454545454546,0.2727272727272727,440.0,
3704052010002,15.0,268.0,139.0,0.035545023696682464,0.6350710900473934,0.3293838862559242,422.0,
3704052010003,38.0,367.0,149.0,0.06859205776173286,0.6624548736462094,0.26895306859205775,554.0,
3704052010004,44.0,319.0,195.0,0.07885304659498207,0.5716845878136201,0.34946236559139787,558.0,
3704052010005,31.0,276.0,94.0,0.0773067331670823,0.6882793017456359,0.2344139650872818,401.0,
3704052010201,52.0,245.0,85.0,0.13612565445026178,0.6413612565445026,0.22251308900523561,382.0,
3704052010202,41.0,234.0,63.0,0.12130177514792899,0.6923076923076923,0.1863905325443787,338.0,
3704052010401,117.0,516.0,83.0,0.1634078212290503,0.7206703910614525,0.11592178770949721,716.0,
3704052010501,73.0,282.0,51.0,0.17980295566502463,0.6945812807881774,0.12561576354679804,406.0,
3704052010601,54.0,297.0,61.0,0.13106796116504854,0.720873786407767,0.14805825242718446,412.0,
3704052010701,36.0,335.0,126.0,0.07243460764587525,0.6740442655935613,0.2535211267605634,497.0,
3704054010001,13.0,193.0,121.0,0.039755351681957186,0.5902140672782875,0.37003058103975534,327.0,
3704054010002,17.0,273.0,134.0,0.04009433962264151,0.6438679245283019,0.3160377358490566,424.0,
3704054010003,42.0,261.0,121.0,0.09905660377358491,0.6155660377358491,0.28537735849056606,424.0,
3704054010004,26.0,190.0,93.0,0.08414239482200647,0.6148867313915858,0.30097087378640774,309.0,
3704054010101,12.0,211.0,111.0,0.03592814371257485,0.6317365269461078,0.3323353293413174,334.0,
3704054010201,53.0,290.0,107.0,0.11777777777777777,0.6444444444444445,0.23777777777777778,450.0,
3704054020001,55.0,249.0,63.0,0.14986376021798364,0.6784741144414169,0.17166212534059946,367.0,
3704054020002,21.0,327.0,131.0,0.04384133611691023,0.6826722338204593,0.27348643006263046,479.0,
3704054020003,30.0,206.0,73.0,0.0970873786407767,0.6666666666666666,0.23624595469255663,309.0,
3704054020004,13.0,373.0,25.0,0.031630170316301706,0.9075425790754258,0.06082725060827251,411.0,
3704054020005,27.0,323.0,211.0,0.0481283422459893,0.5757575757575758,0.3761140819964349,561.0,
3704054020006,13.0,440.0,120.0,0.02268760907504363,0.7678883071553229,0.2094240837696335,573.0,
3704054020007,8.0,345.0,22.0,0.021333333333333333,0.92,0.058666666666666666,375.0,
3704054020008,17.0,567.0,33.0,0.027552674230145867,0.9189627228525121,0.05348460291734198,617.0,
3704054020009,8.0,336.0,30.0,0.0213903743315508,0.8983957219251337,0.08021390374331551,374.0,
3704054020010,0.0,1829.0,0.0,0.0,1.0,0.0,1829.0,
3704054020201,135.0,230.0,20.0,0.35064935064935066,0.5974025974025974,0.05194805194805195,385.0,
3704054020202,66.0,241.0,16.0,0.2043343653250774,0.7461300309597523,0.04953560371517028,323.0,
3704054020301,94.0,366.0,73.0,0.17636022514071295,0.6866791744840526,0.13696060037523453,533.0,
3704054020302,93.0,345.0,55.0,0.18864097363083165,0.6997971602434077,0.11156186612576065,493.0,
3704054020303,102.0,436.0,63.0,0.16971713810316139,0.7254575707154742,0.1048252911813644,601.0,
3704054020401,53.0,297.0,52.0,0.1318407960199005,0.7388059701492538,0.12935323383084577,402.0,
3704054020402,68.0,291.0,49.0,0.16666666666666666,0.7132352941176471,0.12009803921568628,408.0,
3704054020403,69.0,312.0,96.0,0.14465408805031446,0.6540880503144654,0.20125786163522014,477.0,
3704054020404,52.0,312.0,87.0,0.11529933481152993,0.6917960088691796,0.19290465631929046,451.0,
3704054020501,94.0,269.0,45.0,0.23039215686274508,0.6593137254901961,0.11029411764705882,408.0,
3704054020502,108.0,414.0,40.0,0.19217081850533807,0.7366548042704626,0.0711743772241993,562.0,
3704054020503,110.0,411.0,59.0,0.1896551724137931,0.7086206896551724,0.10172413793103448,580.0,
3704054020504,67.0,329.0,79.0,0.14105263157894737,0.6926315789473684,0.16631578947368422,475.0,
3704054020505,88.0,412.0,70.0,0.1543859649122807,0.7228070175438597,0.12280701754385964,570.0,
3704054020506,121.0,481.0,71.0,0.17979197622585438,0.7147102526002972,0.10549777117384844,673.0,
3704054020507,72.0,320.0,47.0,0.16400911161731208,0.7289293849658315,0.1070615034168565,439.0,
3704054030001,18.0,319.0,127.0,0.03879310344827586,0.6875,0.27370689655172414,464.0,
3704054030002,27.0,251.0,219.0,0.05432595573440644,0.5050301810865191,0.44064386317907445,497.0,
3704054030003,48.0,335.0,135.0,0.09266409266409266,0.6467181467181468,0.2606177606177606,518.0,
3704054030004,57.0,330.0,135.0,0.10919540229885058,0.632183908045977,0.25862068965517243,522.0,
3704054030005,68.0,399.0,136.0,0.11276948590381426,0.6616915422885572,0.22553897180762852,603.0,
3704054030006,32.0,282.0,99.0,0.0774818401937046,0.6828087167070218,0.2397094430992736,413.0,
3704054030007,39.0,409.0,144.0,0.06587837837837837,0.6908783783783784,0.24324324324324326,592.0,
3704054030101,168.0,411.0,35.0,0.2736156351791531,0.6693811074918566,0.057003257328990226,614.0,
3704054030102,109.0,336.0,29.0,0.229957805907173,0.7088607594936709,0.06118143459915612,474.0,
3704054030201,26.0,253.0,110.0,0.06683804627249357,0.6503856041131105,0.2827763496143959,389.0,
3704054030301,52.0,378.0,111.0,0.09611829944547134,0.6987060998151571,0.20517560073937152,541.0,
3704054030401,34.0,283.0,86.0,0.08436724565756824,0.7022332506203474,0.21339950372208435,403.0,
3704054030501,129.0,415.0,29.0,0.225130890052356,0.7242582897033158,0.0506108202443281,573.0,
3704054030502,143.0,448.0,24.0,0.23252032520325203,0.7284552845528456,0.03902439024390244,615.0,
3704054030503,114.0,413.0,51.0,0.1972318339100346,0.7145328719723183,0.08823529411764706,578.0,
3704054030601,100.0,290.0,29.0,0.2386634844868735,0.6921241050119332,0.06921241050119331,419.0,
3704054040001,68.0,429.0,110.0,0.11202635914332784,0.7067545304777595,0.1812191103789127,607.0,
3704054040002,58.0,410.0,112.0,0.1,0.7068965517241379,0.19310344827586207,580.0,
3704056010001,32.0,315.0,168.0,0.062135922330097085,0.6116504854368932,0.3262135922330097,515.0,
3704056010002,61.0,309.0,65.0,0.14022988505747128,0.7103448275862069,0.14942528735632185,435.0,
3704056010003,27.0,269.0,131.0,0.06323185011709602,0.629976580796253,0.30679156908665106,427.0,
3704056010004,57.0,325.0,59.0,0.1292517006802721,0.7369614512471655,0.13378684807256236,441.0,
3704056010005,19.0,263.0,120.0,0.0472636815920398,0.654228855721393,0.29850746268656714,402.0,
3704056010006,35.0,283.0,116.0,0.08064516129032258,0.652073732718894,0.2672811059907834,434.0,
3704056010007,26.0,309.0,142.0,0.05450733752620545,0.6477987421383647,0.2976939203354298,477.0,
3704056010008,39.0,299.0,172.0,0.07647058823529412,0.5862745098039216,0.33725490196078434,510.0,
3704056010009,35.0,345.0,182.0,0.06227758007117438,0.6138790035587188,0.3238434163701068,562.0,
3704056010010,30.0,308.0,108.0,0.06726457399103139,0.6905829596412556,0.242152466367713,446.0,
3704056010011,32.0,286.0,168.0,0.06584362139917696,0.588477366255144,0.345679012345679,486.0,
3704056010012,28.0,327.0,169.0,0.05343511450381679,0.6240458015267175,0.32251908396946566,524.0,
3704056010013,26.0,287.0,143.0,0.05701754385964912,0.6293859649122807,0.31359649122807015,456.0,
3704056010014,47.0,372.0,162.0,0.08089500860585198,0.6402753872633391,0.27882960413080893,581.0,
3704056010015,42.0,276.0,128.0,0.09417040358744394,0.6188340807174888,0.28699551569506726,446.0,
3704056010016,41.0,345.0,145.0,0.07721280602636535,0.6497175141242938,0.2730696798493409,531.0,
3704056010017,50.0,301.0,84.0,0.11494252873563218,0.6919540229885057,0.19310344827586207,435.0,
3704056010018,70.0,292.0,43.0,0.1728395061728395,0.7209876543209877,0.10617283950617284,405.0,
3704056010101,119.0,294.0,34.0,0.2662192393736018,0.6577181208053692,0.07606263982102908,447.0,
3704056010102,84.0,261.0,28.0,0.225201072386059,0.6997319034852547,0.07506702412868632,373.0,
3704056010301,62.0,334.0,121.0,0.11992263056092843,0.6460348162475822,0.23404255319148937,517.0,
3704056010401,82.0,461.0,76.0,0.13247172859450726,0.7447495961227787,0.12277867528271405,619.0,
3704056010501,36.0,257.0,66.0,0.10027855153203342,0.7158774373259053,0.18384401114206128,359.0,
3704056010601,153.0,445.0,35.0,0.24170616113744076,0.7030015797788309,0.05529225908372828,633.0,
3704056010701,42.0,345.0,101.0,0.0860655737704918,0.7069672131147541,0.2069672131147541,488.0,
3704056010901,8.0,205.0,97.0,0.025806451612903226,0.6612903225806451,0.31290322580645163,310.0,
3704056011001,49.0,294.0,94.0,0.11212814645308924,0.6727688787185355,0.2151029748283753,437.0,
3704056011002,42.0,336.0,71.0,0.0935412026726058,0.7483296213808464,0.15812917594654788,449.0,
3704058010001,41.0,291.0,147.0,0.08559498956158663,0.6075156576200418,0.3068893528183716,479.0,
3704058010002,33.0,314.0,115.0,0.07142857142857142,0.6796536796536796,0.24891774891774893,462.0,
3704058010003,37.0,277.0,91.0,0.09135802469135802,0.6839506172839506,0.22469135802469137,405.0,
3704058010004,18.0,277.0,118.0,0.043583535108958835,0.6707021791767555,0.2857142857142857,413.0,
3704058010005,53.0,331.0,220.0,0.08774834437086093,0.5480132450331126,0.36423841059602646,604.0,
3704058010006,60.0,310.0,126.0,0.12096774193548387,0.625,0.2540322580645161,496.0,
3704058010007,61.0,379.0,82.0,0.11685823754789272,0.7260536398467433,0.15708812260536398,522.0,
3704058010008,42.0,343.0,185.0,0.07368421052631578,0.6017543859649123,0.32456140350877194,570.0,
3704058010009,62.0,288.0,125.0,0.13052631578947368,0.6063157894736843,0.2631578947368421,475.0,
3704058010101,83.0,428.0,118.0,0.13195548489666137,0.6804451510333863,0.1875993640699523,629.0,
3704058010401,117.0,450.0,75.0,0.1822429906542056,0.7009345794392523,0.11682242990654206,642.0,
3704058010701,49.0,254.0,67.0,0.13243243243243244,0.6864864864864865,0.1810810810810811,370.0,
3704058010702,25.0,231.0,101.0,0.0700280112044818,0.6470588235294118,0.28291316526610644,357.0,
3704059010001,58.0,416.0,109.0,0.09948542024013722,0.7135506003430532,0.18696397941680962,583.0,
3704059010002,59.0,372.0,142.0,0.10296684118673648,0.6492146596858639,0.24781849912739964,573.0,
3704059010003,39.0,274.0,89.0,0.09701492537313433,0.681592039800995,0.22139303482587064,402.0,
3704059010004,33.0,270.0,120.0,0.07801418439716312,0.6382978723404256,0.28368794326241137,423.0,
3704059010005,37.0,347.0,156.0,0.06851851851851852,0.6425925925925926,0.28888888888888886,540.0,
3704059010201,82.0,376.0,135.0,0.13827993254637436,0.6340640809443507,0.22765598650927488,593.0,
3704059010202,69.0,356.0,93.0,0.13320463320463322,0.6872586872586872,0.17953667953667954,518.0,
3704059010301,99.0,512.0,80.0,0.14327062228654125,0.7409551374819102,0.11577424023154848,691.0,
3704059020001,63.0,316.0,136.0,0.12233009708737864,0.6135922330097088,0.26407766990291265,515.0,
3704059020002,44.0,355.0,102.0,0.08782435129740519,0.7085828343313373,0.20359281437125748,501.0,
3704059020101,52.0,351.0,78.0,0.10810810810810811,0.7297297297297297,0.16216216216216217,481.0,
3704059020301,67.0,276.0,71.0,0.16183574879227053,0.6666666666666666,0.17149758454106281,414.0,
3704060010001,48.0,438.0,25.0,0.09393346379647749,0.8571428571428571,0.04892367906066536,511.0,
3704060010101,58.0,374.0,82.0,0.11284046692607004,0.7276264591439688,0.15953307392996108,514.0,
3704060010201,95.0,308.0,29.0,0.2199074074074074,0.7129629629629629,0.06712962962962964,432.0,
3704060010202,83.0,258.0,33.0,0.22192513368983957,0.6898395721925134,0.08823529411764706,374.0,
3704060010203,76.0,249.0,20.0,0.22028985507246376,0.7217391304347827,0.057971014492753624,345.0,
3704060010301,75.0,517.0,106.0,0.10744985673352435,0.7406876790830945,0.1518624641833811,698.0,
3704060010302,68.0,409.0,64.0,0.1256931608133087,0.756007393715342,0.11829944547134935,541.0,
3704060020001,96.0,315.0,23.0,0.22119815668202766,0.7258064516129032,0.052995391705069124,434.0,
3704060020002,24.0,343.0,68.0,0.05517241379310345,0.7885057471264367,0.15632183908045977,435.0,
3704060020003,53.0,255.0,146.0,0.11674008810572688,0.5616740088105727,0.32158590308370044,454.0,
3704060020004,36.0,294.0,40.0,0.0972972972972973,0.7945945945945946,0.10810810810810811,370.0,
3704060020005,43.0,329.0,44.0,0.10336538461538461,0.7908653846153846,0.10576923076923077,416.0,
3704060020006,42.0,382.0,28.0,0.09292035398230089,0.8451327433628318,0.061946902654867256,452.0,
3704060020007,45.0,411.0,28.0,0.09297520661157024,0.8491735537190083,0.05785123966942149,484.0,
3704060020008,18.0,69.0,16.0,0.17475728155339806,0.6699029126213593,0.1553398058252427,103.0,
3704060020201,13.0,301.0,182.0,0.02620967741935484,0.6068548387096774,0.36693548387096775,496.0,
3704060020202,12.0,232.0,145.0,0.030848329048843187,0.596401028277635,0.37275064267352187,389.0,
3704060020203,19.0,321.0,244.0,0.032534246575342464,0.5496575342465754,0.4178082191780822,584.0,
3704060020301,55.0,352.0,94.0,0.10978043912175649,0.7025948103792415,0.18762475049900199,501.0,
3704060020302,66.0,418.0,103.0,0.11243611584327087,0.7120954003407155,0.17546848381601363,587.0,
3704060020303,83.0,432.0,70.0,0.14188034188034188,0.7384615384615385,0.11965811965811966,585.0,
3704060020304,63.0,329.0,102.0,0.12753036437246965,0.6659919028340081,0.20647773279352227,494.0,
3704060020305,43.0,332.0,67.0,0.09728506787330317,0.751131221719457,0.1515837104072398,442.0,
3704060020401,94.0,391.0,81.0,0.16607773851590105,0.6908127208480566,0.1431095406360424,566.0,
3704060020402,84.0,347.0,41.0,0.17796610169491525,0.7351694915254238,0.08686440677966102,472.0,
3704060020501,115.0,543.0,71.0,0.15775034293552812,0.7448559670781894,0.09739368998628258,729.0,
3704060020601,77.0,318.0,73.0,0.16452991452991453,0.6794871794871795,0.15598290598290598,468.0,
3704060020701,116.0,406.0,88.0,0.1901639344262295,0.6655737704918033,0.14426229508196722,610.0,
3704060020801,51.0,300.0,82.0,0.11778290993071594,0.6928406466512702,0.18937644341801385,433.0,
3704060020802,127.0,351.0,36.0,0.24708171206225682,0.6828793774319066,0.07003891050583658,514.0,
3704060020803,104.0,411.0,63.0,0.17993079584775087,0.7110726643598616,0.10899653979238755,578.0,
3704060020804,63.0,417.0,104.0,0.10787671232876712,0.714041095890411,0.1780821917808219,584.0,
3704060020901,113.0,383.0,66.0,0.20106761565836298,0.6814946619217082,0.11743772241992882,562.0,
3704060020902,86.0,363.0,66.0,0.1669902912621359,0.7048543689320388,0.12815533980582525,515.0,
3704060020903,99.0,355.0,50.0,0.19642857142857142,0.7043650793650794,0.0992063492063492,504.0,
3704060020904,104.0,410.0,56.0,0.1824561403508772,0.7192982456140351,0.09824561403508772,570.0,
3704060020905,80.0,315.0,40.0,0.1839080459770115,0.7241379310344828,0.09195402298850575,435.0,
3704060021001,168.0,381.0,20.0,0.29525483304042177,0.6695957820738138,0.0351493848857645,569.0,
3704060021002,127.0,251.0,28.0,0.312807881773399,0.6182266009852216,0.06896551724137931,406.0,
3704060021003,154.0,260.0,20.0,0.3548387096774194,0.5990783410138248,0.04608294930875576,434.0,
3704060021004,144.0,249.0,23.0,0.34615384615384615,0.5985576923076923,0.055288461538461536,416.0,
3704060021101,119.0,268.0,24.0,0.2895377128953771,0.6520681265206812,0.058394160583941604,411.0,
3704060021102,136.0,338.0,31.0,0.2693069306930693,0.6693069306930693,0.061386138613861385,505.0,
3704060021103,104.0,264.0,32.0,0.26,0.66,0.08,400.0,
3704060021104,105.0,272.0,24.0,0.26184538653366585,0.6783042394014963,0.059850374064837904,401.0,
3704061010001,55.0,470.0,101.0,0.0878594249201278,0.7507987220447284,0.16134185303514376,626.0,
3704061010101,229.0,722.0,45.0,0.22991967871485944,0.7248995983935743,0.045180722891566265,996.0,
3704061010201,19.0,231.0,98.0,0.05459770114942529,0.6637931034482759,0.28160919540229884,348.0,
3704061010202,26.0,268.0,100.0,0.06598984771573604,0.6802030456852792,0.25380710659898476,394.0,
3704061010301,158.0,351.0,38.0,0.28884826325411334,0.6416819012797075,0.06946983546617916,547.0,
3704061010302,180.0,418.0,44.0,0.2803738317757009,0.6510903426791277,0.06853582554517133,642.0,
3704061020001,47.0,271.0,89.0,0.11547911547911548,0.6658476658476659,0.21867321867321868,407.0,
3704061020002,73.0,388.0,85.0,0.1336996336996337,0.7106227106227107,0.15567765567765568,546.0,
3704061020101,16.0,210.0,114.0,0.047058823529411764,0.6176470588235294,0.3352941176470588,340.0,
3704061020201,58.0,345.0,62.0,0.12473118279569892,0.7419354838709677,0.13333333333333333,465.0,
3704061020202,53.0,456.0,79.0,0.09013605442176871,0.7755102040816326,0.13435374149659865,588.0,
3704061020301,49.0,450.0,142.0,0.07644305772230889,0.7020280811232449,0.22152886115444617,641.0,
3704061020401,23.0,265.0,121.0,0.05623471882640587,0.6479217603911981,0.29584352078239606,409.0,
3704061030001,40.0,239.0,110.0,0.10282776349614396,0.6143958868894601,0.2827763496143959,389.0,
3704061030002,72.0,450.0,102.0,0.11538461538461539,0.7211538461538461,0.16346153846153846,624.0,
3704061030003,56.0,293.0,67.0,0.1346153846153846,0.7043269230769231,0.16105769230769232,416.0,
3704061030004,36.0,281.0,50.0,0.09809264305177112,0.7656675749318801,0.1362397820163488,367.0,
3704061030005,93.0,354.0,46.0,0.18864097363083165,0.718052738336714,0.09330628803245436,493.0,
3704061030101,102.0,371.0,37.0,0.2,0.7274509803921568,0.07254901960784314,510.0,
3704061030102,107.0,366.0,28.0,0.21357285429141717,0.7305389221556886,0.05588822355289421,501.0,
3704061030103,98.0,277.0,24.0,0.24561403508771928,0.6942355889724311,0.06015037593984962,399.0,
