code,youth,young,old,youth(%),young(%),old(%),allPop,9
3704061030104,70.0,287.0,31.0,0.18041237113402062,0.7396907216494846,0.07989690721649484,388.0,
3704061030301,81.0,382.0,67.0,0.15283018867924528,0.720754716981132,0.12641509433962264,530.0,
3704061030302,60.0,334.0,74.0,0.1282051282051282,0.7136752136752137,0.1581196581196581,468.0,
3704061030303,54.0,317.0,54.0,0.12705882352941175,0.7458823529411764,0.12705882352941175,425.0,
3704061030501,73.0,414.0,64.0,0.132486388384755,0.7513611615245009,0.1161524500907441,551.0,
3704061030502,68.0,304.0,44.0,0.16346153846153846,0.7307692307692307,0.10576923076923077,416.0,
3704061030601,151.0,560.0,85.0,0.18969849246231155,0.7035175879396985,0.10678391959798995,796.0,
3704061030701,94.0,324.0,48.0,0.2017167381974249,0.6952789699570815,0.10300429184549356,466.0,
3704061030901,110.0,374.0,22.0,0.21739130434782608,0.7391304347826086,0.043478260869565216,506.0,
3704062010001,27.0,404.0,173.0,0.04470198675496689,0.6688741721854304,0.28642384105960267,604.0,
3704062020001,29.0,265.0,149.0,0.0654627539503386,0.5981941309255079,0.3363431151241535,443.0,
3704062020002,15.0,202.0,183.0,0.0375,0.505,0.4575,400.0,
3704062020003,15.0,304.0,90.0,0.03667481662591687,0.7432762836185819,0.2200488997555012,409.0,
3704062020004,35.0,253.0,115.0,0.08684863523573201,0.6277915632754343,0.2853598014888337,403.0,
3704062020005,26.0,248.0,146.0,0.06190476190476191,0.5904761904761905,0.3476190476190476,420.0,
3704062020006,21.0,289.0,95.0,0.05185185185185185,0.7135802469135802,0.2345679012345679,405.0,
3704062020007,30.0,335.0,131.0,0.06048387096774194,0.6754032258064516,0.26411290322580644,496.0,
3704062020008,46.0,263.0,142.0,0.10199556541019955,0.5831485587583148,0.3148558758314856,451.0,
3704062020009,12.0,184.0,237.0,0.02771362586605081,0.42494226327944573,0.5473441108545035,433.0,
3704062020101,74.0,409.0,156.0,0.11580594679186229,0.6400625978090767,0.24413145539906103,639.0,
3704062030001,40.0,276.0,191.0,0.07889546351084813,0.5443786982248521,0.3767258382642998,507.0,
3704062030101,162.0,386.0,57.0,0.26776859504132233,0.6380165289256199,0.09421487603305785,605.0,
3704062030102,106.0,248.0,23.0,0.28116710875331563,0.6578249336870027,0.0610079575596817,377.0,
3704062030103,152.0,424.0,45.0,0.24476650563607086,0.6827697262479872,0.07246376811594203,621.0,
3704062030104,148.0,379.0,54.0,0.2547332185886403,0.6523235800344234,0.09294320137693632,581.0,
3704062030105,131.0,383.0,42.0,0.2356115107913669,0.6888489208633094,0.07553956834532374,556.0,
3704062040001,13.0,214.0,188.0,0.03132530120481928,0.5156626506024097,0.4530120481927711,415.0,
3704062040002,26.0,292.0,153.0,0.055201698513800426,0.6199575371549894,0.3248407643312102,471.0,
3704063010001,42.0,226.0,147.0,0.10120481927710843,0.5445783132530121,0.3542168674698795,415.0,
3704063010002,17.0,266.0,184.0,0.03640256959314775,0.569593147751606,0.39400428265524623,467.0,
3704063010003,93.0,438.0,47.0,0.16089965397923875,0.7577854671280276,0.08131487889273356,578.0,
3704063010004,91.0,290.0,27.0,0.22303921568627452,0.7107843137254902,0.0661764705882353,408.0,
3704063010005,32.0,284.0,93.0,0.07823960880195599,0.6943765281173594,0.2273838630806846,409.0,
3704063010006,40.0,498.0,69.0,0.06589785831960461,0.8204283360790774,0.11367380560131796,607.0,
3704063010101,99.0,348.0,31.0,0.20711297071129708,0.7280334728033473,0.06485355648535565,478.0,
3704063010102,109.0,362.0,55.0,0.20722433460076045,0.688212927756654,0.10456273764258556,526.0,
3704063010103,176.0,429.0,36.0,0.2745709828393136,0.6692667706708268,0.056162246489859596,641.0,
3704063010201,138.0,408.0,48.0,0.23232323232323232,0.6868686868686869,0.08080808080808081,594.0,
3704063010202,129.0,418.0,66.0,0.21044045676998369,0.6818923327895595,0.10766721044045677,613.0,
3704063010203,100.0,307.0,45.0,0.22123893805309736,0.6792035398230089,0.09955752212389381,452.0,
3704063010301,127.0,445.0,74.0,0.19659442724458204,0.6888544891640866,0.11455108359133127,646.0,
3704063010401,123.0,313.0,36.0,0.2605932203389831,0.663135593220339,0.07627118644067797,472.0,
3704063010402,137.0,311.0,31.0,0.2860125260960334,0.6492693110647182,0.06471816283924843,479.0,
3704063010501,114.0,303.0,30.0,0.2550335570469799,0.6778523489932886,0.06711409395973154,447.0,
3704063010502,117.0,341.0,40.0,0.23493975903614459,0.6847389558232931,0.08032128514056225,498.0,
3704063010503,153.0,342.0,33.0,0.2897727272727273,0.6477272727272727,0.0625,528.0,
3704063020001,33.0,375.0,181.0,0.05602716468590832,0.6366723259762309,0.3073005093378608,589.0,
